id,duration,start_date,src,start_terminal,end_date,end_station,end_terminal,bike,subscriber,zip
831527,133,7/2/2015 10:24,Market at 4th,76,7/2/2015 10:26,Market at 4th,76,361,Customer,nil
831169,791,7/2/2015 8:06,San Francisco Caltrain (Townsend at 4th),70,7/2/2015 8:19,Embarcadero at Vallejo,48,549,Subscriber,95128
831158,763,7/2/2015 8:03,Harry Bridges Plaza (Ferry Building),50,7/2/2015 8:15,San Francisco Caltrain (Townsend at 4th),70,524,Subscriber,94931
830865,992,7/1/2015 21:00,Beale at Market,56,7/1/2015 21:16,Mechanics Plaza (Market at Battery),75,449,Customer,110032
830824,295,7/1/2015 19:55,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 20:00,Townsend at 7th,65,426,Subscriber,94158
830812,516,7/1/2015 19:43,San Francisco Caltrain 2 (330 Townsend),69,7/1/2015 19:51,Powell Street BART,39,328,Subscriber,94606
830756,638,7/1/2015 19:00,Temporary Transbay Terminal (Howard at Beale),55,7/1/2015 19:11,Townsend at 7th,65,525,Subscriber,94107
830547,188,7/1/2015 17:34,Yerba Buena Center of the Arts (3rd @ Howard),68,7/1/2015 17:38,Market at 4th,76,609,Subscriber,94107
830442,585,7/1/2015 17:06,Market at 10th,67,7/1/2015 17:16,San Francisco Caltrain 2 (330 Townsend),69,597,Subscriber,94066
830395,702,7/1/2015 16:55,Steuart at Market,74,7/1/2015 17:07,Civic Center BART (7th at Market),72,387,Subscriber,94103
829789,261,7/1/2015 9:11,Beale at Market,56,7/1/2015 9:16,Davis at Jackson,42,451,Subscriber,94111
829575,737,7/1/2015 8:12,San Francisco Caltrain 2 (330 Townsend),69,7/1/2015 8:24,South Van Ness at Market,66,560,Subscriber,94085
829496,990,7/1/2015 7:55,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 8:11,Washington at Kearny,46,334,Subscriber,95110
829444,506,7/1/2015 7:42,Beale at Market,56,7/1/2015 7:51,Embarcadero at Vallejo,48,96,Subscriber,94536
829418,797,7/1/2015 7:29,San Francisco Caltrain (Townsend at 4th),70,7/1/2015 7:42,Temporary Transbay Terminal (Howard at Beale),55,456,Subscriber,94403
829049,315,6/30/2015 18:36,San Jose Diridon Caltrain Station,2,6/30/2015 18:41,Santa Clara at Almaden,4,19,Subscriber,95110
828961,648,6/30/2015 18:06,South Van Ness at Market,66,6/30/2015 18:17,San Francisco Caltrain 2 (330 Townsend),69,402,Subscriber,94085
828932,740,6/30/2015 18:01,Market at 10th,67,6/30/2015 18:14,Steuart at Market,74,478,Subscriber,94501
828619,428,6/30/2015 16:28,Market at 4th,76,6/30/2015 16:35,Market at 10th,67,446,Subscriber,94103
828115,274,6/30/2015 9:46,Powell Street BART,39,6/30/2015 9:50,Market at Sansome,77,618,Subscriber,94102
828110,623,6/30/2015 9:44,Grant Avenue at Columbus Avenue,73,6/30/2015 9:54,Spear at Folsom,49,512,Subscriber,94124
827788,510,6/30/2015 8:12,Powell at Post (Union Square),71,6/30/2015 8:21,San Francisco Caltrain 2 (330 Townsend),69,401,Subscriber,94108
827732,584,6/30/2015 8:01,Market at 10th,67,6/30/2015 8:11,San Francisco Caltrain 2 (330 Townsend),69,591,Subscriber,94103
827671,644,6/30/2015 7:41,Spear at Folsom,49,6/30/2015 7:52,Townsend at 7th,65,532,Subscriber,94105
827248,1091,6/29/2015 18:08,Embarcadero at Folsom,51,6/29/2015 18:26,South Van Ness at Market,66,352,Subscriber,94103
827148,633,6/29/2015 17:39,Market at 10th,67,6/29/2015 17:49,San Francisco Caltrain 2 (330 Townsend),69,290,Subscriber,95130
827126,897,6/29/2015 17:33,Clay at Battery,41,6/29/2015 17:48,South Van Ness at Market,66,371,Subscriber,94103
826768,235,6/29/2015 15:06,Spear at Folsom,49,6/29/2015 15:10,Embarcadero at Bryant,54,404,Subscriber,94114
826584,575,6/29/2015 11:09,Commercial at Montgomery,45,6/29/2015 11:19,Powell Street BART,39,513,Subscriber,94133
826578,563,6/29/2015 10:52,Embarcadero at Bryant,54,6/29/2015 11:01,Clay at Battery,41,520,Subscriber,94105
826568,531,6/29/2015 10:47,Powell at Post (Union Square),71,6/29/2015 10:55,Embarcadero at Sansome,60,212,Subscriber,94109
826479,314,6/29/2015 9:42,2nd at Townsend,61,6/29/2015 9:47,2nd at Folsom,62,447,Subscriber,94107
826357,361,6/29/2015 8:57,Embarcadero at Bryant,54,6/29/2015 9:03,Mechanics Plaza (Market at Battery),75,622,Subscriber,94105
826115,668,6/29/2015 7:57,2nd at South Park,64,6/29/2015 8:08,Temporary Transbay Terminal (Howard at Beale),55,413,Subscriber,94107
826114,617,6/29/2015 8:01,Civic Center BART (7th at Market),72,6/29/2015 8:11,Townsend at 7th,65,134,Subscriber,94601
825869,1338,6/29/2015 0:29,Harry Bridges Plaza (Ferry Building),50,6/29/2015 0:51,Powell at Post (Union Square),71,577,Customer,92116
825831,893,6/28/2015 20:26,Market at 4th,76,6/28/2015 20:41,San Francisco Caltrain (Townsend at 4th),70,600,Customer,nil
825804,3871,6/28/2015 19:03,2nd at Townsend,61,6/28/2015 20:08,Beale at Market,56,513,Customer,95612
825771,4205,6/28/2015 18:24,University and Emerson,35,6/28/2015 19:34,University and Emerson,35,662,Customer,90037
825631,437,6/28/2015 16:09,Harry Bridges Plaza (Ferry Building),50,6/28/2015 16:16,2nd at South Park,64,491,Subscriber,94501
825590,881,6/28/2015 15:15,Embarcadero at Folsom,51,6/28/2015 15:30,Broadway St at Battery St,82,109,Customer,94952
825361,191,6/28/2015 8:53,Townsend at 7th,65,6/28/2015 8:56,San Francisco Caltrain 2 (330 Townsend),69,336,Subscriber,94107
825157,292,6/27/2015 18:44,SJSU - San Salvador at 9th,16,6/27/2015 18:49,Paseo de San Antonio,7,685,Subscriber,95112
825070,180,6/27/2015 16:48,2nd at Folsom,62,6/27/2015 16:51,Market at Sansome,77,525,Subscriber,94041
825000,2296,6/27/2015 15:25,Davis at Jackson,42,6/27/2015 16:03,Davis at Jackson,42,593,Subscriber,94111
824995,2177,6/27/2015 15:21,Harry Bridges Plaza (Ferry Building),50,6/27/2015 15:57,Embarcadero at Sansome,60,158,Customer,95835
824960,590,6/27/2015 14:32,Grant Avenue at Columbus Avenue,73,6/27/2015 14:41,Howard at 2nd,63,601,Subscriber,94010
824871,577,6/27/2015 12:48,Grant Avenue at Columbus Avenue,73,6/27/2015 12:57,2nd at Townsend,61,267,Subscriber,94104
824590,803,6/26/2015 19:51,Market at 4th,76,6/26/2015 20:04,San Francisco Caltrain 2 (330 Townsend),69,740,Subscriber,94401
824488,818,6/26/2015 18:25,Embarcadero at Sansome,60,6/26/2015 18:39,San Francisco Caltrain (Townsend at 4th),70,279,Subscriber,95008
824445,759,6/26/2015 18:05,Market at 4th,76,6/26/2015 18:18,San Francisco Caltrain (Townsend at 4th),70,453,Subscriber,94102
824362,350,6/26/2015 17:42,Grant Avenue at Columbus Avenue,73,6/26/2015 17:48,Market at Sansome,77,604,Subscriber,94104
824204,843,6/26/2015 17:00,Commercial at Montgomery,45,6/26/2015 17:14,San Francisco City Hall,58,443,Subscriber,94102
824179,702,6/26/2015 16:53,Market at Sansome,77,6/26/2015 17:04,Market at 10th,67,85,Subscriber,94117
824121,1027,6/26/2015 16:30,Market at Sansome,77,6/26/2015 16:47,Townsend at 7th,65,325,Subscriber,94133
824049,1237,6/26/2015 16:01,Embarcadero at Sansome,60,6/26/2015 16:22,Grant Avenue at Columbus Avenue,73,29,Customer,92127
823928,2956,6/26/2015 14:57,Embarcadero at Bryant,54,6/26/2015 15:46,Embarcadero at Bryant,54,111,Customer,85012
823924,976,6/26/2015 14:47,Embarcadero at Sansome,60,6/26/2015 15:04,Temporary Transbay Terminal (Howard at Beale),55,356,Customer,84037
823796,442,6/26/2015 13:04,Beale at Market,56,6/26/2015 13:11,2nd at Folsom,62,447,Subscriber,94066
823755,1045,6/26/2015 12:25,2nd at South Park,64,6/26/2015 12:43,Embarcadero at Sansome,60,576,Subscriber,94960
823727,879,6/26/2015 12:06,San Francisco Caltrain 2 (330 Townsend),69,6/26/2015 12:21,Steuart at Market,74,513,Subscriber,94080
823706,390,6/26/2015 11:48,Washington at Kearny,46,6/26/2015 11:55,Howard at 2nd,63,489,Subscriber,94108
823334,410,6/26/2015 8:37,Embarcadero at Sansome,60,6/26/2015 8:44,Mechanics Plaza (Market at Battery),75,282,Subscriber,94111
823205,161,6/26/2015 7:56,Temporary Transbay Terminal (Howard at Beale),55,6/26/2015 7:59,Howard at 2nd,63,492,Subscriber,94707
823089,441,6/26/2015 6:45,San Francisco Caltrain (Townsend at 4th),70,6/26/2015 6:52,Embarcadero at Bryant,54,630,Subscriber,95008
823079,366,6/26/2015 6:21,Yerba Buena Center of the Arts (3rd @ Howard),68,6/26/2015 6:27,Steuart at Market,74,534,Subscriber,94107
823048,574,6/25/2015 22:38,Commercial at Montgomery,45,6/25/2015 22:47,Embarcadero at Bryant,54,342,Subscriber,94105
823032,260,6/25/2015 21:51,Commercial at Montgomery,45,6/25/2015 21:55,Market at Sansome,77,426,Subscriber,94702
823002,205,6/25/2015 20:43,Mountain View City Hall,27,6/25/2015 20:46,Mountain View Caltrain Station,28,60,Subscriber,94401
822989,155,6/25/2015 20:20,San Jose Civic Center,3,6/25/2015 20:23,SJSU 4th at San Carlos,12,245,Subscriber,95110
822935,640,6/25/2015 19:40,San Francisco Caltrain (Townsend at 4th),70,6/25/2015 19:50,Harry Bridges Plaza (Ferry Building),50,740,Subscriber,94610
822902,478,6/25/2015 19:11,San Francisco Caltrain 2 (330 Townsend),69,6/25/2015 19:19,Powell Street BART,39,540,Subscriber,94107
822862,530,6/25/2015 18:50,San Jose City Hall,10,6/25/2015 18:59,Paseo de San Antonio,7,200,Subscriber,95109
822633,572,6/25/2015 17:35,Spear at Folsom,49,6/25/2015 17:45,San Francisco Caltrain (Townsend at 4th),70,496,Subscriber,94403
822395,857,6/25/2015 16:27,Stanford in Redwood City,25,6/25/2015 16:41,Redwood City Caltrain Station,22,710,Subscriber,94110
822174,1353,6/25/2015 13:49,Clay at Battery,41,6/25/2015 14:11,San Francisco Caltrain 2 (330 Townsend),69,502,Customer,nil
822142,831,6/25/2015 13:21,Market at Sansome,77,6/25/2015 13:34,Golden Gate at Polk,59,361,Subscriber,94109
822007,347,6/25/2015 11:15,Embarcadero at Bryant,54,6/25/2015 11:21,Harry Bridges Plaza (Ferry Building),50,411,Subscriber,94114
821959,491,6/25/2015 10:31,Powell Street BART,39,6/25/2015 10:39,South Van Ness at Market,66,439,Subscriber,94610
821848,482,6/25/2015 9:26,Embarcadero at Bryant,54,6/25/2015 9:34,Commercial at Montgomery,45,354,Subscriber,94105
821742,744,6/25/2015 8:55,San Francisco Caltrain 2 (330 Townsend),69,6/25/2015 9:07,Market at 4th,76,290,Subscriber,95030
821585,191,6/25/2015 8:24,Market at 4th,76,6/25/2015 8:27,5th at Howard,57,509,Subscriber,94103
821429,87,6/25/2015 7:43,2nd at Folsom,62,6/25/2015 7:45,Howard at 2nd,63,340,Subscriber,94107
821423,721,6/25/2015 7:41,Japantown,9,6/25/2015 7:53,San Jose Diridon Caltrain Station,2,39,Subscriber,94111
821379,420,6/25/2015 7:17,Steuart at Market,74,6/25/2015 7:24,2nd at Townsend,61,286,Subscriber,94588
821323,1004,6/25/2015 6:51,San Francisco Caltrain 2 (330 Townsend),69,6/25/2015 7:08,Embarcadero at Sansome,60,96,Customer,nil
821308,431,6/25/2015 6:45,Spear at Folsom,49,6/25/2015 6:52,Commercial at Montgomery,45,134,Subscriber,94105
821260,1745,6/25/2015 5:12,San Jose Diridon Caltrain Station,2,6/25/2015 5:42,San Jose Diridon Caltrain Station,2,95,Subscriber,94104
821229,344,6/24/2015 21:33,Clay at Battery,41,6/24/2015 21:39,Embarcadero at Sansome,60,401,Subscriber,94133
821218,574,6/24/2015 21:06,San Francisco Caltrain (Townsend at 4th),70,6/24/2015 21:16,Post at Kearny,47,459,Subscriber,2780
821085,479,6/24/2015 18:50,San Francisco Caltrain (Townsend at 4th),70,6/24/2015 18:58,Powell Street BART,39,344,Subscriber,94618
821060,336,6/24/2015 18:38,Powell Street BART,39,6/24/2015 18:44,San Francisco Caltrain 2 (330 Townsend),69,434,Subscriber,94042
821059,2000,6/24/2015 18:38,Market at 10th,67,6/24/2015 19:12,Howard at 2nd,63,479,Subscriber,94102
821004,461,6/24/2015 18:21,Mountain View City Hall,27,6/24/2015 18:29,Mountain View Caltrain Station,28,63,Subscriber,94107
820424,363,6/24/2015 13:17,San Jose City Hall,10,6/24/2015 13:23,Japantown,9,39,Subscriber,94111
820420,584,6/24/2015 13:14,San Francisco City Hall,58,6/24/2015 13:24,2nd at Folsom,62,287,Subscriber,94707
820414,302,6/24/2015 13:08,5th at Howard,57,6/24/2015 13:13,San Francisco Caltrain 2 (330 Townsend),69,85,Subscriber,94107
820302,957,6/24/2015 11:15,Grant Avenue at Columbus Avenue,73,6/24/2015 11:31,Market at 4th,76,509,Subscriber,94133
820090,441,6/24/2015 9:14,Embarcadero at Sansome,60,6/24/2015 9:21,Beale at Market,56,260,Subscriber,92084
820071,260,6/24/2015 9:10,San Francisco Caltrain 2 (330 Townsend),69,6/24/2015 9:14,Townsend at 7th,65,520,Subscriber,94401
820000,602,6/24/2015 8:54,San Francisco Caltrain 2 (330 Townsend),69,6/24/2015 9:04,Temporary Transbay Terminal (Howard at Beale),55,374,Subscriber,94402
819897,619,6/24/2015 8:30,San Jose Diridon Caltrain Station,2,6/24/2015 8:40,San Jose Civic Center,3,116,Subscriber,94070
819686,242,6/24/2015 7:34,Temporary Transbay Terminal (Howard at Beale),55,6/24/2015 7:38,2nd at Folsom,62,379,Subscriber,94602
819617,350,6/24/2015 6:59,Temporary Transbay Terminal (Howard at Beale),55,6/24/2015 7:05,Commercial at Montgomery,45,507,Subscriber,94611
819604,313,6/24/2015 6:55,5th at Howard,57,6/24/2015 7:00,San Francisco Caltrain 2 (330 Townsend),69,317,Subscriber,94605
819385,308,6/23/2015 19:26,Embarcadero at Sansome,60,6/23/2015 19:31,Davis at Jackson,42,877,Subscriber,94612
819346,788,6/23/2015 19:01,Steuart at Market,74,6/23/2015 19:14,Golden Gate at Polk,59,191,Subscriber,94102
819324,562,6/23/2015 18:50,2nd at Folsom,62,6/23/2015 18:59,Harry Bridges Plaza (Ferry Building),50,602,Subscriber,94590
819261,374,6/23/2015 18:24,Post at Kearny,47,6/23/2015 18:30,2nd at Folsom,62,441,Customer,94105
819186,157,6/23/2015 17:58,San Antonio Shopping Center,31,6/23/2015 18:01,San Antonio Caltrain Station,29,129,Subscriber,94133
818788,250,6/23/2015 15:59,Clay at Battery,41,6/23/2015 16:03,Temporary Transbay Terminal (Howard at Beale),55,740,Subscriber,94501
818367,224,6/23/2015 9:50,Mountain View Caltrain Station,28,6/23/2015 9:53,Mountain View City Hall,27,156,Subscriber,94107
818285,462,6/23/2015 9:16,Steuart at Market,74,6/23/2015 9:23,2nd at Townsend,61,582,Subscriber,94609
818260,261,6/23/2015 9:10,Mountain View Caltrain Station,28,6/23/2015 9:14,Evelyn Park and Ride,30,699,Subscriber,94108
818217,3099,6/23/2015 8:59,Powell Street BART,39,6/23/2015 9:51,Commercial at Montgomery,45,306,Subscriber,94596
818162,619,6/23/2015 8:50,San Francisco Caltrain 2 (330 Townsend),69,6/23/2015 9:00,Townsend at 7th,65,322,Subscriber,94404
818118,349,6/23/2015 8:36,San Francisco Caltrain 2 (330 Townsend),69,6/23/2015 8:42,5th at Howard,57,461,Subscriber,94303
817904,1054,6/23/2015 7:42,Steuart at Market,74,6/23/2015 8:00,Townsend at 7th,65,441,Subscriber,94965
817598,463,6/22/2015 19:16,Powell Street BART,39,6/22/2015 19:23,San Francisco Caltrain 2 (330 Townsend),69,288,Subscriber,94403
817518,383,6/22/2015 18:44,San Jose Diridon Caltrain Station,2,6/22/2015 18:50,Paseo de San Antonio,7,176,Subscriber,95112
817423,987,6/22/2015 18:06,Townsend at 7th,65,6/22/2015 18:22,Temporary Transbay Terminal (Howard at Beale),55,659,Customer,94602
817390,680,6/22/2015 17:55,South Van Ness at Market,66,6/22/2015 18:07,San Francisco Caltrain 2 (330 Townsend),69,384,Subscriber,94010
817086,313,6/22/2015 16:47,Broadway St at Battery St,82,6/22/2015 16:52,Mechanics Plaza (Market at Battery),75,378,Subscriber,94610
816908,247,6/22/2015 14:25,San Francisco Caltrain 2 (330 Townsend),69,6/22/2015 14:29,Townsend at 7th,65,628,Subscriber,94118
816849,9083,6/22/2015 13:00,Palo Alto Caltrain Station,34,6/22/2015 15:31,Palo Alto Caltrain Station,34,639,Customer,80538
816617,444,6/22/2015 9:27,Powell at Post (Union Square),71,6/22/2015 9:35,Steuart at Market,74,326,Subscriber,94108
816465,468,6/22/2015 8:52,Spear at Folsom,49,6/22/2015 9:00,Market at 4th,76,458,Subscriber,94105
815893,1006,6/21/2015 17:17,Embarcadero at Bryant,54,6/21/2015 17:34,Market at 4th,76,878,Subscriber,94107
815814,972,6/21/2015 14:59,Townsend at 7th,65,6/21/2015 15:15,Harry Bridges Plaza (Ferry Building),50,266,Subscriber,94107
815677,1170,6/21/2015 11:20,Civic Center BART (7th at Market),72,6/21/2015 11:39,Embarcadero at Sansome,60,209,Customer,75000
815559,1213,6/20/2015 20:18,South Van Ness at Market,66,6/20/2015 20:38,Embarcadero at Sansome,60,360,Subscriber,94133
815504,971,6/20/2015 18:56,5th at Howard,57,6/20/2015 19:12,Embarcadero at Sansome,60,457,Subscriber,94133
815299,283,6/20/2015 13:28,Powell at Post (Union Square),71,6/20/2015 13:33,Powell Street BART,39,285,Subscriber,94107
815232,165565,6/20/2015 11:44,Embarcadero at Sansome,60,6/22/2015 9:44,Market at Sansome,77,573,Customer,nil
815135,354,6/20/2015 8:35,2nd at Townsend,61,6/20/2015 8:41,Harry Bridges Plaza (Ferry Building),50,349,Subscriber,94107
815105,1629,6/20/2015 6:30,Embarcadero at Sansome,60,6/20/2015 6:57,San Francisco Caltrain (Townsend at 4th),70,609,Customer,94111
815092,102,6/19/2015 23:42,Post at Kearny,47,6/19/2015 23:44,2nd at South Park,64,265,Subscriber,94107
814924,746,6/19/2015 18:33,Embarcadero at Sansome,60,6/19/2015 18:45,Embarcadero at Bryant,54,483,Subscriber,94107
814923,860,6/19/2015 18:33,Davis at Jackson,42,6/19/2015 18:47,San Francisco Caltrain (Townsend at 4th),70,338,Subscriber,94040
814831,472,6/19/2015 17:46,Powell Street BART,39,6/19/2015 17:54,Temporary Transbay Terminal (Howard at Beale),55,395,Subscriber,94960
814822,955,6/19/2015 17:46,Embarcadero at Sansome,60,6/19/2015 18:02,San Francisco Caltrain (Townsend at 4th),70,478,Subscriber,94041
814705,519,6/19/2015 17:10,Davis at Jackson,42,6/19/2015 17:19,Embarcadero at Sansome,60,568,Subscriber,94111
814615,553,6/19/2015 16:45,Temporary Transbay Terminal (Howard at Beale),55,6/19/2015 16:54,San Francisco Caltrain (Townsend at 4th),70,575,Subscriber,94404
814432,659,6/19/2015 15:17,Civic Center BART (7th at Market),72,6/19/2015 15:28,Golden Gate at Polk,59,608,Customer,nil
814327,262,6/19/2015 13:36,Clay at Battery,41,6/19/2015 13:41,Harry Bridges Plaza (Ferry Building),50,491,Subscriber,94114
814300,641,6/19/2015 13:10,Market at Sansome,77,6/19/2015 13:20,San Francisco Caltrain (Townsend at 4th),70,86,Subscriber,94105
814264,203,6/19/2015 12:37,Market at Sansome,77,6/19/2015 12:40,Yerba Buena Center of the Arts (3rd @ Howard),68,271,Subscriber,94107
813927,841,6/19/2015 8:52,San Francisco Caltrain 2 (330 Townsend),69,6/19/2015 9:06,Mechanics Plaza (Market at Battery),75,356,Subscriber,94301
813888,1002,6/19/2015 8:43,5th at Howard,57,6/19/2015 9:00,Broadway St at Battery St,82,625,Subscriber,94107
813844,824,6/19/2015 8:28,San Francisco Caltrain 2 (330 Townsend),69,6/19/2015 8:42,Howard at 2nd,63,569,Subscriber,94040
813720,463,6/19/2015 7:53,South Van Ness at Market,66,6/19/2015 8:00,Post at Kearny,47,494,Subscriber,94122
813523,5377,6/18/2015 20:47,Davis at Jackson,42,6/18/2015 22:17,Davis at Jackson,42,620,Customer,nil
813392,617,6/18/2015 18:55,Steuart at Market,74,6/18/2015 19:05,5th at Howard,57,475,Subscriber,94107
813194,701,6/18/2015 17:54,San Francisco Caltrain 2 (330 Townsend),69,6/18/2015 18:05,Civic Center BART (7th at Market),72,331,Subscriber,94044
813134,682,6/18/2015 17:32,San Francisco Caltrain (Townsend at 4th),70,6/18/2015 17:44,Steuart at Market,74,85,Subscriber,94118
812801,601,6/18/2015 15:46,Temporary Transbay Terminal (Howard at Beale),55,6/18/2015 15:56,San Francisco Caltrain (Townsend at 4th),70,385,Subscriber,94025
812466,300,6/18/2015 9:50,Mountain View Caltrain Station,28,6/18/2015 9:55,Mountain View City Hall,27,182,Subscriber,94109
812401,294,6/18/2015 9:20,Powell at Post (Union Square),71,6/18/2015 9:24,Washington at Kearny,46,111,Subscriber,94109
812336,662,6/18/2015 9:05,San Francisco Caltrain 2 (330 Townsend),69,6/18/2015 9:16,Harry Bridges Plaza (Ferry Building),50,528,Subscriber,94010
812066,536,6/18/2015 8:03,Harry Bridges Plaza (Ferry Building),50,6/18/2015 8:12,2nd at Townsend,61,587,Subscriber,94903
812023,496,6/18/2015 7:51,San Francisco Caltrain (Townsend at 4th),70,6/18/2015 8:00,Howard at 2nd,63,421,Subscriber,94107
811899,192,6/18/2015 6:46,Yerba Buena Center of the Arts (3rd @ Howard),68,6/18/2015 6:49,5th at Howard,57,134,Subscriber,94119
811697,726,6/17/2015 19:24,Market at 10th,67,6/17/2015 19:36,2nd at Folsom,62,300,Subscriber,94158
811556,635,6/17/2015 18:16,Market at 10th,67,6/17/2015 18:27,San Francisco Caltrain 2 (330 Townsend),69,266,Subscriber,95120
811546,242,6/17/2015 18:13,Market at Sansome,77,6/17/2015 18:17,Harry Bridges Plaza (Ferry Building),50,265,Subscriber,94920
811387,962,6/17/2015 17:31,Broadway St at Battery St,82,6/17/2015 17:47,San Francisco Caltrain (Townsend at 4th),70,607,Subscriber,95050
811178,625,6/17/2015 16:33,Temporary Transbay Terminal (Howard at Beale),55,6/17/2015 16:44,San Francisco Caltrain (Townsend at 4th),70,468,Subscriber,94030
811145,371,6/17/2015 16:24,2nd at Folsom,62,6/17/2015 16:30,San Francisco Caltrain (Townsend at 4th),70,621,Subscriber,94404
811118,411,6/17/2015 16:10,Townsend at 7th,65,6/17/2015 16:17,Civic Center BART (7th at Market),72,522,Subscriber,94598
810926,232,6/17/2015 13:39,Davis at Jackson,42,6/17/2015 13:43,Mechanics Plaza (Market at Battery),75,446,Subscriber,94965
810904,973,6/17/2015 13:10,San Salvador at 1st,8,6/17/2015 13:26,Santa Clara County Civic Center,80,676,Subscriber,95110
810882,1712,6/17/2015 12:51,Broadway St at Battery St,82,6/17/2015 13:20,Post at Kearny,47,446,Customer,22204
810766,14470,6/17/2015 10:59,Powell at Post (Union Square),71,6/17/2015 15:00,Post at Kearny,47,86,Customer,22003
810682,645,6/17/2015 9:53,Japantown,9,6/17/2015 10:03,San Jose City Hall,10,22,Subscriber,95109
810681,988,6/17/2015 9:52,Grant Avenue at Columbus Avenue,73,6/17/2015 10:08,2nd at Townsend,61,480,Subscriber,94133
810424,619,6/17/2015 8:35,Steuart at Market,74,6/17/2015 8:45,2nd at Townsend,61,448,Subscriber,94949
810392,244,6/17/2015 8:29,San Francisco Caltrain (Townsend at 4th),70,6/17/2015 8:33,Townsend at 7th,65,328,Subscriber,94063
810267,917,6/17/2015 8:01,Townsend at 7th,65,6/17/2015 8:16,Market at Sansome,77,709,Subscriber,94116
810161,684,6/17/2015 7:24,San Francisco Caltrain (Townsend at 4th),70,6/17/2015 7:35,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94403
809744,693,6/16/2015 18:05,Embarcadero at Bryant,54,6/16/2015 18:16,San Francisco Caltrain 2 (330 Townsend),69,623,Subscriber,94066
809609,377,6/16/2015 17:31,Commercial at Montgomery,45,6/16/2015 17:38,Market at Sansome,77,86,Subscriber,94105
809433,353,6/16/2015 16:59,Howard at 2nd,63,6/16/2015 17:05,Harry Bridges Plaza (Ferry Building),50,437,Subscriber,94904
808865,505,6/16/2015 9:34,San Francisco Caltrain 2 (330 Townsend),69,6/16/2015 9:43,Howard at 2nd,63,209,Subscriber,94063
808780,494,6/16/2015 9:07,San Francisco Caltrain (Townsend at 4th),70,6/16/2015 9:15,Steuart at Market,74,390,Subscriber,94303
808652,889,6/16/2015 8:41,5th at Howard,57,6/16/2015 8:55,Broadway St at Battery St,82,385,Subscriber,94107
808643,208,6/16/2015 8:38,5th at Howard,57,6/16/2015 8:42,Market at 4th,76,436,Subscriber,94103
808385,617,6/16/2015 7:23,San Francisco Caltrain 2 (330 Townsend),69,6/16/2015 7:33,Civic Center BART (7th at Market),72,352,Subscriber,94062
808126,699,6/15/2015 19:26,San Francisco Caltrain 2 (330 Townsend),69,6/15/2015 19:38,Civic Center BART (7th at Market),72,548,Subscriber,94107
807898,171,6/15/2015 17:58,San Antonio Shopping Center,31,6/15/2015 18:01,San Antonio Caltrain Station,29,183,Subscriber,94133
807706,1105,6/15/2015 17:10,Davis at Jackson,42,6/15/2015 17:28,San Francisco Caltrain 2 (330 Townsend),69,66,Subscriber,94111
807651,1262,6/15/2015 16:55,Washington at Kearny,46,6/15/2015 17:16,San Francisco Caltrain (Townsend at 4th),70,687,Subscriber,93401
807425,491,6/15/2015 14:33,South Van Ness at Market,66,6/15/2015 14:41,Powell Street BART,39,624,Subscriber,94103
807301,1552,6/15/2015 11:41,Embarcadero at Sansome,60,6/15/2015 12:06,Embarcadero at Bryant,54,687,Customer,nil
807209,413,6/15/2015 10:16,San Francisco Caltrain 2 (330 Townsend),69,6/15/2015 10:23,San Francisco Caltrain 2 (330 Townsend),69,451,Subscriber,94063
806895,764,6/15/2015 8:35,Harry Bridges Plaza (Ferry Building),50,6/15/2015 8:48,Townsend at 7th,65,383,Subscriber,94518
806865,577,6/15/2015 8:26,Civic Center BART (7th at Market),72,6/15/2015 8:36,Steuart at Market,74,462,Subscriber,94103
806795,1221,6/15/2015 8:13,San Francisco Caltrain (Townsend at 4th),70,6/15/2015 8:33,Davis at Jackson,42,354,Subscriber,94111
806524,184,6/15/2015 5:34,Commercial at Montgomery,45,6/15/2015 5:37,Market at Sansome,77,313,Subscriber,94133
806399,1911,6/14/2015 16:29,2nd at Townsend,61,6/14/2015 17:01,Civic Center BART (7th at Market),72,620,Customer,95380
806255,1053,6/14/2015 12:13,Washington at Kearny,46,6/14/2015 12:30,Embarcadero at Sansome,60,85,Customer,10003
805927,1357,6/13/2015 14:58,Yerba Buena Center of the Arts (3rd @ Howard),68,6/13/2015 15:21,Market at 10th,67,428,Customer,92679
805827,707,6/13/2015 12:52,Beale at Market,56,6/13/2015 13:03,Market at 4th,76,353,Subscriber,94112
805805,253,6/13/2015 12:07,Embarcadero at Vallejo,48,6/13/2015 12:11,Harry Bridges Plaza (Ferry Building),50,326,Subscriber,94133
805515,268,6/12/2015 18:51,San Francisco Caltrain 2 (330 Townsend),69,6/12/2015 18:55,Townsend at 7th,65,109,Subscriber,94107
805490,460,6/12/2015 18:38,San Francisco Caltrain (Townsend at 4th),70,6/12/2015 18:45,Howard at 2nd,63,445,Subscriber,94105
805420,342,6/12/2015 18:08,2nd at Townsend,61,6/12/2015 18:14,Embarcadero at Folsom,51,411,Subscriber,95401
805372,336,6/12/2015 17:48,Santa Clara at Almaden,4,6/12/2015 17:54,San Jose Diridon Caltrain Station,2,174,Subscriber,95126
